Project Name,Package Name,Type Name,Method Name,Code Smell
..,org.apache.roller.util,RegexUtil,obfuscateEmail,Magic Number
..,org.apache.roller.util,RegexUtil,obfuscateEmail,Magic Number
..,org.apache.roller.util,RegexUtil,obfuscateEmail,Magic Number
..,org.apache.roller.util,RegexUtil,encode,Magic Number
..,org.apache.roller.util,RegexUtil,encode,Magic Number
..,org.apache.roller.util,DerbyManager,startDerby,Empty catch clause
..,org.apache.roller.util,DerbyManager,startDerby,Long Statement
..,org.apache.roller.util,DerbyManager,startDerby,Magic Number
..,org.apache.roller.util,DerbyManager,stopDerby,Empty catch clause
..,org.apache.roller.util,PropertyExpanderTest,testExpansion,Long Statement
..,org.apache.roller.util,PropertyExpanderTest,testExpansion,Long Statement
..,org.apache.roller.util,RegexUtilTest,testHexEmail,Long Statement
..,org.apache.roller.weblogger.business,AbstractURLStrategy,getActionURL,Long Parameter List
..,org.apache.roller.weblogger.business,DatabaseProvider,DatabaseProvider,Long Statement
..,org.apache.roller.weblogger.business,DatabaseProvider,DatabaseProvider,Long Statement
..,org.apache.roller.weblogger.business,DatabaseProvider,DatabaseProvider,Long Statement
..,org.apache.roller.weblogger.business,FileContentManager,canSave,Long Parameter List
..,org.apache.roller.weblogger.business,FileContentManagerImpl,canSave,Long Parameter List
..,org.apache.roller.weblogger.business,FileContentManagerImpl,getDirSize,Complex Conditional
..,org.apache.roller.weblogger.business,FileContentManagerImpl,checkFileType,Complex Method
..,org.apache.roller.weblogger.business,GuiceWebloggerProvider,GuiceWebloggerProvider,Long Statement
..,org.apache.roller.weblogger.business,GuiceWebloggerProvider,GuiceWebloggerProvider,Long Statement
..,org.apache.roller.weblogger.business,HitCountQueue,HitCountQueue,Magic Number
..,org.apache.roller.weblogger.business,MailProvider,getTransport,Complex Conditional
..,org.apache.roller.weblogger.business,MultiWeblogURLStrategy,getWeblogCommentURL,Long Parameter List
..,org.apache.roller.weblogger.business,MultiWeblogURLStrategy,getWeblogCollectionURL,Complex Method
..,org.apache.roller.weblogger.business,MultiWeblogURLStrategy,getWeblogCollectionURL,Long Parameter List
..,org.apache.roller.weblogger.business,MultiWeblogURLStrategy,getWeblogPageURL,Long Parameter List
..,org.apache.roller.weblogger.business,MultiWeblogURLStrategy,getWeblogFeedURL,Long Parameter List
..,org.apache.roller.weblogger.business,MultiWeblogURLStrategy,getWeblogSearchURL,Long Parameter List
..,org.apache.roller.weblogger.business,PreviewURLStrategy,getWeblogCollectionURL,Complex Method
..,org.apache.roller.weblogger.business,PreviewURLStrategy,getWeblogCollectionURL,Long Parameter List
..,org.apache.roller.weblogger.business,PreviewURLStrategy,getWeblogPageURL,Complex Method
..,org.apache.roller.weblogger.business,PreviewURLStrategy,getWeblogPageURL,Long Parameter List
..,org.apache.roller.weblogger.business,TestTask,getLeaseTime,Magic Number
..,org.apache.roller.weblogger.business,TestTask,getInterval,Magic Number
..,org.apache.roller.weblogger.business,URLStrategy,getActionURL,Long Parameter List
..,org.apache.roller.weblogger.business,URLStrategy,getWeblogCommentURL,Long Parameter List
..,org.apache.roller.weblogger.business,URLStrategy,getWeblogCollectionURL,Long Parameter List
..,org.apache.roller.weblogger.business,URLStrategy,getWeblogPageURL,Long Parameter List
..,org.apache.roller.weblogger.business,URLStrategy,getWeblogFeedURL,Long Parameter List
..,org.apache.roller.weblogger.business,URLStrategy,getWeblogSearchURL,Long Parameter List
..,org.apache.roller.weblogger.business,UserManager,getUsers,Long Parameter List
..,org.apache.roller.weblogger.business,WeblogEntryManager,getMostCommentedWeblogEntries,Long Parameter List
..,org.apache.roller.weblogger.business,WeblogEntryManager,removeMatchingComments,Long Parameter List
..,org.apache.roller.weblogger.business,WeblogEntryManager,getTags,Long Parameter List
..,org.apache.roller.weblogger.business,WebloggerFactory,bootstrap,Long Statement
..,org.apache.roller.weblogger.business,WebloggerImpl,WebloggerImpl,Long Parameter List
..,org.apache.roller.weblogger.business,WeblogManager,getWeblogs,Long Parameter List
..,org.apache.roller.weblogger.business,BookmarkTest,testBookmarkCRUD,Long Statement
..,org.apache.roller.weblogger.business,BookmarkTest,testBookmarkCRUD,Long Statement
..,org.apache.roller.weblogger.business,BookmarkTest,testBookmarkCRUD,Magic Number
..,org.apache.roller.weblogger.business,BookmarkTest,_testBookmarkLookups,Magic Number
..,org.apache.roller.weblogger.business,BookmarkTest,testMoveFolderContents,Magic Number
..,org.apache.roller.weblogger.business,BookmarkTest,testBookmarkImport,Long Statement
..,org.apache.roller.weblogger.business,CommentTest,testCommentLookups,Magic Number
..,org.apache.roller.weblogger.business,CommentTest,testCommentLookups,Magic Number
..,org.apache.roller.weblogger.business,CommentTest,testCommentLookups,Magic Number
..,org.apache.roller.weblogger.business,CommentTest,testCommentLookups,Magic Number
..,org.apache.roller.weblogger.business,FileContentManagerTest,testCanSave,Magic Number
..,org.apache.roller.weblogger.business,FileContentManagerTest,testCanSave,Magic Number
..,org.apache.roller.weblogger.business,FileContentManagerTest,testCanSave,Magic Number
..,org.apache.roller.weblogger.business,FolderCRUDTest,testBasicCRUD,Magic Number
..,org.apache.roller.weblogger.business,FolderFunctionalityTest,testLookupAllFoldersByWeblog,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testHitCountCRUD,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testHitCountCRUD,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testHitCountCRUD,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testHitCountCRUD,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testHitCountLookups,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testHitCountLookups,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testHitCountLookups,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testIncrementHitCount,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testIncrementHitCount,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testIncrementHitCount,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testIncrementHitCount,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testResetHitCounts,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testResetHitCounts,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testResetHitCounts,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testResetHitCounts,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testResetHitCounts,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testResetHitCounts,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testResetHitCounts,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testResetHitCounts,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testHotWeblogs,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testHotWeblogs,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testHotWeblogs,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testHotWeblogs,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testHotWeblogs,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testHotWeblogs,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testHotWeblogs,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testHotWeblogs,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testHotWeblogs,Magic Number
..,org.apache.roller.weblogger.business,HitCountTest,testHotWeblogs,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testGetMediaFileDirectories,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testDeleteMediaFile,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testDeleteMediaFile,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testCreateMediaFile,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testCreateMediaFile,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Long Method
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFileOrderBy,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFileOrderBy,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFileOrderBy,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFileOrderBy,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFileOrderBy,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFileOrderBy,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFileOrderBy,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFileOrderBy,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFileOrderBy,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFileOrderBy,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFileOrderBy,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testUpdateMediaFile,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testUpdateMediaFile,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testGetDirectoryContents,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testGetDirectoryContents,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testGetDirectoryContents,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testGetDirectoryContents,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testMoveDirectoryContents,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testMoveDirectoryContents,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testMoveDirectoryContents,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testMoveDirectoryContents,Magic Number
..,org.apache.roller.weblogger.business,MediaFileTest,testStorageUpgrade,Long Statement
..,org.apache.roller.weblogger.business,MediaFileTest,testDirectoryDeleteAssociation,Magic Number
..,org.apache.roller.weblogger.business,PermissionTest,testPermissionsCRUD,Magic Number
..,org.apache.roller.weblogger.business,PermissionTest,testPermissionsCRUD,Magic Number
..,org.apache.roller.weblogger.business,PermissionTest,testInvitations,Magic Number
..,org.apache.roller.weblogger.business,PingsTest,testPingTargetLookups,Magic Number
..,org.apache.roller.weblogger.business,PlanetManagerLocalTest,testRefreshEntries,Magic Number
..,org.apache.roller.weblogger.business,SQLScriptRunnerTest,testParseOnly,Long Statement
..,org.apache.roller.weblogger.business,SQLScriptRunnerTest,testParseOnly,Magic Number
..,org.apache.roller.weblogger.business,SQLScriptRunnerTest,testSimpleRun,Long Statement
..,org.apache.roller.weblogger.business,SQLScriptRunnerTest,testSimpleRun,Long Statement
..,org.apache.roller.weblogger.business,UserTest,testUserLookups,Magic Number
..,org.apache.roller.weblogger.business,UserTest,testUserLookups,Magic Number
..,org.apache.roller.weblogger.business,UserTest,testRoleCRUD,Magic Number
..,org.apache.roller.weblogger.business,UserTest,testRoleCRUD,Magic Number
..,org.apache.roller.weblogger.business,WeblogCategoryCRUDTest,testBasicCRUD,Magic Number
..,org.apache.roller.weblogger.business,WeblogCategoryCRUDTest,testBasicCRUD,Magic Number
..,org.apache.roller.weblogger.business,WeblogCategoryCRUDTest,testCategoryCascadingDelete,Magic Number
..,org.apache.roller.weblogger.business,WeblogCategoryFunctionalityTest,testLookupAllCategoriesByWeblog,Magic Number
..,org.apache.roller.weblogger.business,WeblogCategoryFunctionalityTest,testMoveWeblogCategoryContents,Magic Number
..,org.apache.roller.weblogger.business,WeblogCategoryFunctionalityTest,testMoveWeblogCategoryContents,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Long Method
..,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testAddMultipleTags,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testRemoveTagsViaShortcut,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testUpdateTags,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testUpdateTags,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testUpdateTags,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testUpdateTagTime,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testUpdateTagTime,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testUpdateTagTime,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Complex Method
..,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Long Method
..,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregatesCaseSensitivity,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregatesCaseSensitivity,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregatesCaseSensitivity,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testEntryAttributeCRUD,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogStats,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogStats,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogStats,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogStats,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogStats,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogStats,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogStats,Magic Number
..,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogStats,Magic Number
..,org.apache.roller.weblogger.business,WeblogStatsTest,testGetMostCommentedWeblogs,Magic Number
..,org.apache.roller.weblogger.business,WeblogStatsTest,testGetMostCommentedWeblogs,Magic Number
..,org.apache.roller.weblogger.business,WeblogStatsTest,testGetMostCommentedWeblogEntries,Magic Number
..,org.apache.roller.weblogger.business,WeblogStatsTest,testGetMostCommentedWeblogEntries,Magic Number
..,org.apache.roller.weblogger.business,WeblogTest,testWeblogLookups,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAAutoPingManagerImpl,removeAutoPing,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,saveFolder,Complex Conditional
..,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,importOpmlElement,Complex Method
..,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,getFolder,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,getFolder,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,getDefaultFolder,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,getDefaultFolder,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,getAllFolders,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,getMediaFileDirectoryByName,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,getMediaFileDirectoryByName,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,getMediaFileByOriginalPath,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,searchMediaFiles,Complex Method
..,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,searchMediaFiles,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,searchMediaFiles,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,searchMediaFiles,Missing default
..,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,searchMediaFiles,Missing default
..,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,upgradeFileStorage,Complex Method
..,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,getServiceProvider,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,getConsumer,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,getConsumerByKey,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,JPAPersistenceStrategy,Complex Conditional
..,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,JPAPersistenceStrategy,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,refresh,Empty catch clause
..,org.apache.roller.weblogger.business.jpa,JPAPingQueueManagerImpl,isAlreadyQueued,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAPropertiesManagerImpl,initialize,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAPropertiesManagerImpl,getProperties,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAPropertiesManagerImpl,initializeMissingProps,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,registerLease,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,registerLease,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,registerLease,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,registerLease,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,registerLease,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,registerLease,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,unregisterLease,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,unregisterLease,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,addUser,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUserByUserName,Complex Method
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUsers,Long Parameter List
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUsers,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUsers,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUsers,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUsers,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUsersStartingWith,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUsersStartingWith,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUserNameLetterMap,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,checkPermission,Empty catch clause
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getWeblogPermission,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getWeblogPermissionIncludingPending,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getWeblogPermissionIncludingPending,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,grantWeblogPermission,Empty catch clause
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,grantWeblogPermission,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,grantWeblogPermission,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,grantWeblogPermissionPending,Empty catch clause
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,grantWeblogPermissionPending,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,grantWeblogPermissionPending,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,confirmWeblogPermission,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,confirmWeblogPermission,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,declineWeblogPermission,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,declineWeblogPermission,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,revokeWeblogPermission,Long Statement
